,p_sah,p_sdh,targets
0,0.8601531982421875,-1.6810636520385742,0
1,1.0918899774551392,-0.4376053512096405,0
2,1.3770722150802612,-1.2759281396865845,0
3,-0.40081194043159485,-0.18162503838539124,0
4,0.5624120235443115,-0.310316264629364,0
5,0.36785751581192017,-0.019715329632163048,0
6,0.045336924493312836,0.06415514647960663,0
7,-0.5643515586853027,-0.12207479774951935,0
8,-0.06989797949790955,-1.2807763814926147,0
9,0.6086583137512207,-1.2260591983795166,0
10,1.2900422811508179,-1.2907202243804932,0
11,-0.5735492706298828,0.037745337933301926,0
12,0.661673903465271,-1.5162674188613892,0
13,-0.7329562902450562,0.41490206122398376,0
14,3.3296773433685303,-1.4530365467071533,0
15,1.2273130416870117,-0.6812421083450317,0
16,-0.34079235792160034,-0.4579493999481201,0
17,1.7364675998687744,-0.6970513463020325,0
18,0.7928041219711304,-0.07471717894077301,0
19,1.1705715656280518,-1.23738694190979,0
20,1.551776647567749,-0.5518604516983032,0
21,0.685714602470398,-0.884107232093811,0
22,0.511541485786438,-0.820645272731781,0
23,2.2808783054351807,-2.2114062309265137,0
24,0.4339207708835602,-1.077362060546875,0
25,0.9998917579650879,-0.4795451760292053,0
26,1.058735966682434,-1.799193263053894,0
27,-1.1165724992752075,1.4849250316619873,0
28,0.9905616044998169,-1.6119358539581299,0
29,0.5624120235443115,-0.310316264629364,0
30,1.7004762887954712,-1.4567434787750244,0
31,-3.4634804725646973,1.689672589302063,1
32,-3.4467315673828125,3.6163761615753174,1
33,-2.9433741569519043,2.836965799331665,1
34,-3.605077028274536,3.6371591091156006,1
35,0.5624121427536011,-0.310316264629364,1
36,-3.5610110759735107,3.1429312229156494,1
37,-3.7473835945129395,2.8902554512023926,1
38,-3.3813652992248535,3.2771832942962646,1
39,-2.743431568145752,1.6600914001464844,1
40,-3.4613680839538574,3.9108057022094727,1
41,-2.0011136531829834,2.2259116172790527,1
42,-2.413482904434204,2.642890691757202,1
43,-2.5376105308532715,1.080106258392334,1
44,-3.0844037532806396,3.228715419769287,1
45,-3.900182008743286,3.5551092624664307,1
46,-2.3176321983337402,2.041684627532959,1
47,-4.2776079177856445,4.143559455871582,1
48,-3.7867367267608643,2.3577232360839844,1
49,-3.2556262016296387,3.2957165241241455,1
50,-4.332644462585449,3.4533965587615967,1
51,-3.927427053451538,3.0162665843963623,1
52,-4.609533786773682,3.5226659774780273,1
53,-2.534703493118286,1.4092540740966797,1
54,-3.650176525115967,2.135774612426758,1
55,-4.9272379875183105,4.732779502868652,1
56,-3.3465402126312256,3.7439863681793213,1
57,-2.319485902786255,2.171377658843994,1
58,-2.5145177841186523,2.0895090103149414,1
59,-3.414066791534424,2.269122362136841,1
60,-2.3865156173706055,2.300734281539917,1
61,-2.5329060554504395,2.519740581512451,1
